0.0 0.5 1   1
1.0	0.51	0.9682436858085108	0.9742021647295316
2.0	0.52	0.9398392355240235	0.9456229161780749
3.0	0.53	0.9123229817244356	0.9179373299876299
4.0	0.54	0.885809396696934	0.8912605828968765
5.0	0.55	0.86017692816842	0.8654703746116674
6.0	0.56	0.8352824667802731	0.840422715092094
7.0	0.57	0.8110511015367983	0.8160422323473672
8.0	0.58	0.7874543768366461	0.7923002956630918
9.0	0.59	0.764192243016364	0.76889500889892
10.0	0.6	0.7414949702577888	0.7460580592973364
11.0	0.61	0.7193394573966719	0.7237662035317397
12.0	0.62	0.6978405573510105	0.7021350013139859
13.0	0.63	0.6768459301268613	0.6810111751643975
14.0	0.64	0.6562489761766248	0.6602874695319672
15.0	0.65	0.6359515756488621	0.6398651607450866
16.0	0.66	0.6161428212929585	0.6199345052118128
17.0	0.67	0.5968464270679625	0.6005193628246274
18.0	0.68	0.5778720692539169	0.5814282386296261
19.0	0.69	0.559173752561064	0.5626148542864432
20.0	0.7	0.5407867056229282	0.5441146552222398
21.0	0.71	0.5226546998768329	0.5258710668491494
22.0	0.72	0.5049515627568751	0.5080589863186523
23.0	0.73	0.4876192332177437	0.4906199952833244
24.0	0.74	0.47048715433471355	0.47338248722745896
25.0	0.75	0.4535675104174669	0.4563587214418131
26.0	0.76	0.43701384142137795	0.4397031827519431
27.0	0.77	0.4207958878885036	0.42338542548609936
28.0	0.78	0.40485367664828004	0.40734510740456964
29.0	0.79	0.38903377012043566	0.39142784668690683
30.0	0.8	0.3734125591149907	0.37571050424486074
31.0	0.81	0.35796184117310687	0.3601647040643621
32.0	0.82	0.34253852591422396	0.34464647520035135
33.0	0.83	0.3271735839784723	0.3291869788833125
34.0	0.84	0.312120831941849	0.31404159365214507
35.0	0.85	0.29707780367774966	0.29890599203266666
36.0	0.86	0.28181276793553656	0.2835470167223141
37.0	0.87	0.2664667883911661	0.2681065994893971
38.0	0.88	0.2509752942039783	0.25251977213048565
39.0	0.89	0.23505531017497414	0.23650181804430465
40.0	0.9	0.2187543511317356	0.22010054446013474
41.0	0.91	0.2019559460164375	0.20319876356841451
42.0	0.92	0.18542845937726635	0.1865695683591795
43.0	0.93	0.16846702888566933	0.16950375884860636
44.0	0.94	0.15045753594537012	0.15138343721338676
45.0	0.95	0.13209500647214362	0.13290790649222392
46.0	0.96	0.11290195418219677	0.11359674199645958
47.0	0.97	0.09114392704046338	0.09170481803929925
48.0	0.98	0.06619531581107424	0.06660267544554606
49.0	0.99	0.03968247544890589	0.039926677602725044
50.0	1.0	0.0	0.0
